狼	⿰犭良	9	2129	ロウ	おおかみ				10	
篭	⿱竹竜	0	2237	ロウ ル	かご こ.める こも.る こ.む	ごめ			16	⿱𥫗竜
老	⿸耂匕	4	803	ロウ	お.いる ふ.ける	えび おい び			6	
聾	⿱龍耳	0	0	ロウ	ろう.する つんぼ みみしい		ル	u	22	
蝋	⿰虫鼡	0	0	ロウ	みつろう ろうそく	あじ			14	
郎	⿰良⻏	8	569	ロウ リョウ	おとこ	いら お とう もん ろ ろお			9	
六	⿱亠八	1	93	ロク リク	む む.つ むっ.つ むい	く むつ ろっ ろつ	リュウ	u	4	
麓	⿱林鹿	8	2366	ロク	ふもと				19	
禄	⿰礻录	9	2126	ロク	さいわ.い ふち	とし よし	リョク	u	12	⿰示录
肋	⿰月力	9	0	ロク	あばら		キン コン	u	6	
録	⿰金录	4	546	ロク	しる.す と.る		リョク リョ さかん	u	16	
論	⿰言侖	6	227	ロン	あげつら.う		リン さだめる とく	u	15	
倭	⿰亻委	9	2098	ワ イ	やまと したが.う	まさ やす			10	
和	⿰禾口	3	124	ワ オ カ	やわ.らぐ やわ.らげる なご.む なご.やか	あい いず かず かつ かつり かづ	あえる	u	8	
話	⿰言舌	2	134	ワ	はな.す はなし		カイ エ カ ゲ	u	13	
歪	⿱不正	0	2348	ワイ エ	いが.む いびつ ひず.む ゆが.む				9	
賄	⿰貝有	8	1282	ワイ	まかな.う		カイ まいない まいなう	u	13	
脇	⿰月劦	8	1806	キョウ	わき わけ				10	
惑	⿱或心	8	777	ワク	まど.う		コク まどい	u	12	
枠	⿰木卆	8	922		わく				8	
鷲	⿱就鳥	9	1925	シュウ ジュ	わし	す わ わせ			23	
亙	⿳一④一	9	0	コウ カン	わた.る もと.める	のぶ	わたり	u	6	
亘	⿱一旦	9	1728	コウ カン セン	わた.る もと.める	のぶ とうる わたる ひさし	ガン わたり	u	6	
鰐	⿰魚咢	0	0	ガク	わに				20	
詫	⿰言宅	9	2481	タ	わび わび.しい かこつ わ.びる	たく	カ ケ ト ツ	u	13	
藁	⿱艹槀	9	2488	コウ	わら				17	⿱蒿木
蕨	⿱艹厥	9	2307	ケツ	わらび		カチ	u	15	
椀	⿰木宛	9	0	ワン	はち				12	
湾	⿰氵弯	8	545	ワン	いりえ				12	
碗	⿰石宛	9	0	ワン	こばち				13	
腕	⿰月宛	8	1163	ワン	うで		かいな	u	12	
弌	⿹弋一	0	0	イチ イツ	ひと- ひと.つ	はじめ ひと ひとつ			4	
丐	⿱⿸丅一㇉	0	0	カイ	こ.う		カツ カチ	u	4	
丕	⿱不一	0	0	ヒ	おお.きい				5	
个	⿱人丨	0	0	カ コ			カン	u	3	⿱𠆢丨
丱	⿰⿰𠃊丿⿰丨𠃎	0	0	カン ケン			コウ ギョウ あげまき	u	5	
丶		0	0	チュ			てん	u	1	
丼	⿴井丶	8	2088	トン タン ショウ セイ	どんぶり		どん	u	5	
丿		0	0	ヘツ	えい よう	の	ヘチ	u	1	
乂	⿻丿乀	0	0	ガイ カイ ゲ	おさ.める か.る				2	
乖	⿻千北	0	0	カイ	そむ.く もとる		ケ	u	8	
乘	⿻禾北	10	0	ジョウ	の.る の.せる		ショウ	u	10	
亂	⿰𤔔乚	0	0	ラン ロン	みだ.れる みだ.る みだ.す みだ.れ				13	
亅		0	0	ケツ	かぎ		カチ はねぼう	u	1	
豫	⿰予象	0	0	ヨ シャ	あらかじ.め		ショ	u	16	
亊	⿻⿳一丷⺕亅	0	0	ジ シ ズ	こと つか.う つか.える				7	
舒	⿰舍予	0	0	ジョ ショ	の.べる				12	
弍	⿹弋二	0	0	ニ ジ	ふた- ふた.つ ふたた.び				5	
于	⿱一𬺰	0	0	ウ ク	ここに ああ おいて に		キョ コ より いわく	u	3	
亞	⿳一⑥一	10	0	ア	つ.ぐ		アク オウ	u	8	
亟	⿱⿻丂叹一	0	0	キョク キ ケ	しばしば すみやか		コキ	u	8	
亠	⿱丨一	0	0	トウ			ズ なべぶた	u	2	
亢	⿱亠几	0	0	コウ	たかぶる		キョウ	u	4	
亰	⿱亠⿱日小	0	0	キョウ ケイ キン	みやこ		ゲン	u	9	⿱𣅀小
亳	⿱⿳亠口冖乇	0	0	ハク			バク	u	10	
亶	⿱㐭旦	0	0	タン セン	あつ.い ほしいまま		テン ゼン	u	13	
从	⿰人人	0	0	ショウ ジュウ ジュ	したが.う したが.える より				4	
仍	⿰亻乃	0	0	ジョウ ニョウ	よ.って しきりに なお よる				4	
仄	⿸厂人	0	0	ソク	ほの.か ほの- ほの.めかす ほの.めく		ショク シキ かたむく	u	4	
仆	⿰亻卜	0	0	フ	たお.れる		ホク	u	4	
仂	⿰亻力	0	0	ドウ リュク リキ ロク	はたら.く		リョク	u	4	
仗	⿰亻丈	0	0	ジョウ チョウ	つえ つわもの まわり よる				5	
仞	⿰亻刃	0	0	ジン	はか.る				5	
仭	⿰亻刄	0	0	ジン	はか.る		ニン ひろ	u	5	
仟	⿰亻千	0	0	セン	ち かしら				5	
价	⿰亻介	0	0	カイ					6	
伉	⿰亻亢	0	0	コウ	たぐ.い なら.ぶ				6	
佚	⿰亻失	0	0	イツ テツ	たのし.む のが.れる		イチ デチ	u	7	
估	⿰亻古	0	0	コ	あきな.う あた.い				7	
佛	⿰亻弗	10	0	ブツ フツ	ほとけ	さらぎ	ホツ ヒツ ボチ ビチ	u	7	
佝	⿰亻句	0	0	コウ ク	せむし				7	
佗	⿰亻它	0	0	タ イ	わび.しい わび ほか わ.びる		ダ	u	7	
佇	⿰亻宁	0	0	チョ	たたず.む				7	
佶	⿰亻吉	0	0	キツ キチ			ゴチ	u	8	
侈	⿰亻多	0	0	シ	おご.る		イ シャ セ	u	8	
侏	⿰亻朱	0	0	シュ			チュ チュウ	u	8	
侘	⿰亻宅	0	0	タ	わび.しい ほこ.る わ.びる		わび	u	8	
佻	⿰亻兆	0	0	チョウ ジョウ ヨウ	かる.い				8	
佩	⿰亻𫥞	0	0	ハイ	は.く お.びる おびだま				8	
佰	⿰亻百	0	0	ヒャク ハク	おさ		バク	u	8	
侑	⿰亻有	9	0	ユウ ウ	すす.める たす.ける	あつむ すすむ ゆき ゆ			8	
佯	⿰亻羊	0	0	ヨウ	いつわ.る				8	
來	⿻木从	10	0	ライ タイ	く.る きた.る きた.す き.たす		リョク リキ	u	8	
侖	⿱亼𠕁	0	0	リン ロン	おも.う				8	⿱⿵𠆢一𠕁
儘	⿰亻盡	0	0	ジン	まま ことごとく		シン	u	16	
俔	⿰亻見	0	0	ケン	たと.える うかが.う		ゲン	u	9	
俟	⿰亻矣	0	0	シ	ま.つ		キ	u	9	
俎	⿰仌且	0	0	ソ ショ	いた まないた				9	
俘	⿰亻孚	0	0	フ	とりこ				9	
俛	⿰亻免	0	0	フ ベン メン	ふ.せる				9	⿰亻⿱⺈⿸⿻口丿乚
俑	⿰亻甬	0	0	ヨウ トウ ユウ			ユ ツ	u	9	
俚	⿰亻里	0	0	リ	いや.しい				9	
俐	⿰亻利	9	0	リ	かしこ.い				9	
俤	⿰亻弟	0	0		おもかげ	てい			9	
俥	⿰亻車	0	0		くるま				9	
倚	⿰亻奇	0	0	イ キ	よ.る たの.む				10	
倨	⿰亻居	0	0	キョ コ	おご.る				10	
倔	⿰亻屈	0	0	クツ	つよ.い				10	
倪	⿰亻兒	0	0	ゲイ ガイ	きわ		ゲツ	u	10	
倥	⿰亻空	0	0	コウ	ぬか.る		ク	u	10	
倅	⿰亻卒	0	0	サイ ソツ ソチ	せがれ		セ	u	10	
伜	⿰亻卆	0	0	サイ ソツ ソチ	せがれ				6	
俶	⿰亻叔	0	0	シュク テキ	はじめ よい				10	
倡	⿰亻昌	0	0	ショウ	とな.える わざおぎ				10	
倩	⿰亻靑	0	0	セン セイ	つらつら うつく.しい		ショウ	u	10	
倬	⿰亻卓	0	0	タク			チョク	u	10	
俾	⿰亻卑	0	0	フ ヒ ヘイ	かしずく しむ				10	⿰亻⿱⿱㇒⿻日丿十
俯	⿰亻府	0	0	フ	ふ.す うつむ.く ふ.せる				10	
們	⿰亻門	0	0	モン	ともがら		ボン メン	u	10	
倆	⿰亻兩	0	0	リョウ	たくみ				10	
偃	⿰亻匽	0	0	エン	ふ.せる		ふす	u	11	
假	⿰亻叚	0	0	カ ケ	かり かり.る				11	
會	⿱亼𭥴	0	0	カイ エ	あ.う あ.わせる あつ.まる	あい	カツ カチ	u	13	⿱⿵𠆢一𭥴
偕	⿰亻皆	0	2466	カイ	ともに		ともにする	u	11	
偐	⿰亻彥	0	0	ゲン ガン					11	⿰亻彦
偈	⿰亻曷	0	0	ゲ ケツ ケイ	いこ.う		ゲチ	u	11	
做	⿰亻故	0	0	サ サク ソ	な.す つく.る				11	
偖	⿰亻者	0	0	シャ	さて				11	⿰亻⿻者丶
偬	⿰亻怱	0	0	ソウ	くる.しむ		ス	u	11	
偸	⿰亻兪	0	0	ツ トウ チュウ	ぬす.む				11	
傀	⿰亻鬼	0	0	カイ	おおき.い		キ ケ	u	12	
傚	⿰亻效	0	0	コウ	なら.う		ゴウ	u	12	
傅	⿰亻尃	0	0	フ	かしず.く つく もり	でん	ブ	u	12	
傴	⿰亻區	0	0	ク ウ	かが.む せむし				13	
傲	⿰亻敖	8	0	ゴウ	おご.る あなど.る				13	
僉	⿳亼吅从	0	0	セン	みな				13	⿳⿵𠆢一吅从
僊	⿰亻⿱䙲巳	0	0	セン					13	⿰亻䙴
傳	⿰亻專	10	0	テン デン	つた.わる つた.える つた.う つて				13	
僂	⿰亻婁	0	0	ロウ ル	かが.む		リュウ	u	13	
僖	⿰亻喜	0	0	キ	よろこ.ぶ				14	
僞	⿰亻爲	10	0	ギ カ	いつわ.る いつわ.り にせ		イ ガ キ	u	14	
僥	⿰亻堯	0	0	ギョウ キョウ					14	
僭	⿰亻朁	0	0	シン セン	せん.する おご.る				14	
僣	⿰亻替	0	0	シン セン	せん.する おご.る		テツ テチ	u	14	
僮	⿰亻童	0	0	トウ ドウ	しもべ わらべ		ズ	u	14	
價	⿰亻賈	10	0	カ ケ	あたい				15	
僵	⿰亻畺	0	0	キョウ	たお.れる		コウ たおす	u	15	
儉	⿰亻僉	10	0	ケン	つま.しい つづまやか		ゲン	u	15	
儁	⿰亻雋	0	0	シュン	すぐ.れる				14	
儂	⿰亻農	0	0	ドウ ノウ	わし かれ		ヌ	u	15	
儖	⿰亻監	0	0	ラン					17	
儕	⿰亻齊	0	0	セイ サイ	ともがら		ザイ	u	16	
儔	⿰亻壽	0	0	チュウ ジュ	ともがら		トウ ドウ	u	16	
儚	⿰亻夢	0	0	ボウ モウ	はかな.い くら.い		ビョウ ミョウ ム	u	15	
儡	⿰亻畾	0	0	ライ			ギ	u	17	
儺	⿰亻難	0	0	ナ ダ	おにやらい				21	
儷	⿰亻麗	0	0	レイ	つれあい ならぶ		ライ リ	u	21	
儼	⿰亻嚴	0	0	ゲン	いかめ.しい おごそか		ゴン	u	22	
儻	⿰亻黨	0	0	トウ	あるいは すぐ.れる もし				22	
儿	⿰丿乚	0	0	ジン ニン	がい		カイ ひとあし	u	2	
兀	⿱一儿	0	0	コツ			ゴツ ゴチ	u	3	
兒	⿱臼儿	10	0	ジ ニ ゲイ	こ	ちご			8	
兌	⿱八兄	0	0	ダ エイ エツ タイ	よろこ.ぶ	で	タツ ダチ エチ ダイ	u	7	⿱㕣儿
兔	⿷免丶	0	0	ト ツ	うさぎ				8	⿷⿱⺈⿸⿻口丿乚丶
兢	⿰克克	0	0	キョウ	おそ.れる つつ.しむ		コウ ゴウ	u	14	
竸	⿰竟竟	0	0	キョウ ケイ	きそ.う せ.る くら.べる				22	
兩	⿱一⿻巾𠓜	0	0	リョウ	ふたつ				8	⿻丅⿵冂𠓜
兪	⿱𠓛⿰⿵⺆⺀巜	0	0	ユ	しかり		シュ ユウ	u	9	⿱⿵入一⿰⿵冂⺀巜
兮	⿱八丂	0	0	ケイ			ゲイ	u	4	
冀	⿱北異	0	0	キ	こいねが.う こいねが.わくは				16	
冂		0	0	キョウ ケイ			ギョウ えんがまえ	u	2	
囘	⿵冂巳	0	0	カイ エ	まわ.る まわ.す もとお.る か.える				5	
册	⿻⿰⺆⺆一	0	0	サツ サク	ふみ				5	
冉	⿻冂土	0	0	ゼン ネン	あや.うい				5	
冏	⿵冂⿱儿口	0	0	ケイ キョウ ソウ	あきらか				7	
冑	⿱由冃	0	0	チュウ	かぶと よろい		ジュウ	u	9	
冓	⿱𠀎冉	0	0	コウ	かま.える		ク	u	10	
冕	⿱冃免	0	0	ベン メン	かんむり				11	⿱冃⿱⺈⿸⿻口丿乚 ⿱⺜免
冖		0	0	ベキ			ミャク わかんむり	u	2	
冤	⿱冖兔	0	2382	エン			オン	u	10	⿱冖⿷⿱刀⿸⿻口丿乚丶
冦	⿱冖⿺元攴	0	0	コウ	あだ.する				10	
冢	⿱冖豖	0	0	チョウ	つか おお.う		チュ	u	10	
冩	⿱冖舄	0	0	シャ	うつ.す うつ.る		ソ	u	14	
冪	⿱冖幕	0	0	ベキ			ミャク	u	15	
冫	⿱丶㇀	0	0	ヒョウ	こおり		にすい	u	2	
决	⿰冫夬	0	0	ケチ ケツ	き.める き.まる さ.く				6	
冱	⿰冫互	0	0	ゴ コ	さ.える こお.る ひ.える				6	
冲	⿰冫中	0	0	チュウ	おき おきつ ちゅう.する わく		ジュ ズ トウ	u	6	
冰	⿰冫水	0	0	ヒョウ	こおり ひ こお.る		ギョウ ゴウ	u	6	
况	⿰冫兄	0	0	キョウ	まし.て いわ.んや おもむき				7	
冽	⿰冫列	0	0	レツ レイ	きよ.い		レチ	u	8	
凅	⿰冫固	0	0	コ カク	か.れる か.らす こお.る		ク	u	10	
凉	⿰冫京	10	0	リョウ	すず.しい すず.む すず.やか うす.い				10	
凛	⿰冫禀	9	0	リン	きびし.い				15	
几	⿰丿㇈	0	0	キ	きにょう		つくえ	u	2	
處	⿸虍処	0	0	ショ	ところ -こ お.る		キョ	u	11	
凩	⿵几木	0	0		こがらし				6	
凭	⿱任几	0	0	ヒョウ ヘイ	もた.れる よ.る		ビョウ	u	8	
凰	⿵几皇	9	0	コウ オウ	おおとり				11	
凵		0	0	カン			ケン コン かんにょう うけばこ	u	2	
凾	⿶凵⿻了叹	0	0	カン	はこ い.れる				9	⿶凵⿸⿹了口又
刄	⿻刀乀	0	0	ジン ニン	は やいば き.る				3	
刋	⿰千刂	0	0	カン セン	き.る けず.る				5	⿰⿻⿱㇒一丿刂
刔	⿰夬刂	0	0	ケツ	えぐ.る		ケチ	u	6	
刎	⿰勿刂	0	0	フン	は.ねる くびは.ねる		ブン モン たつ	u	6	
刧	⿰去刀	0	0	コウ ゴウ キョウ	おびや.かす				7	
刪	⿰冊刂	0	0	サン	けず.る				7	
刮	⿰舌刂	0	0	カツ	こそ.げる けず.る				8	
刳	⿰夸刂	0	0	コ	く.る えぐ.る		コウ ク	u	8	
刹	⿰杀刂	8	0	セチ セツ サツ					8	
剏	⿰并刄	0	0	ソウ ショウ	はじ.める				9	⿰并刃
剄	⿰巠刂	0	0	ケイ	くびき.る		キョウ	u	9	
剋	⿺克刂	0	0	コク	かつ				9	
剌	⿰束刂	0	0	ラツ	もと.る		シ さす	u	9	
剞	⿰奇刂	0	0	キ	きざ.む		イ	u	10	
剔	⿰易刂	0	0	テキ テイ	えぐ.る そ.る		セキ くじる	u	10	
剪	⿱前刀	0	0	セン	き.る つ.む		たつ	u	11	⿱⿱䒑⿰⿵冂⺀刂刀
剴	⿰豈刂	0	0	ガイ カイ					12	
剩	⿰乘刂	10	0	ジョウ	あまつさえ あま.り あま.る				12	
剳	⿰荅刂	0	0	トウ サツ チョウ	さ.す				11	
剿	⿰巢刂	0	0	ソウ ショウ			かすめる	u	13	
剽	⿰票刂	0	0	ヒョウ	おびや.かす さす				13	
劍	⿰僉刂	10	0	ケン	つるぎ				15	
劔	⿰僉刄	0	0	ケン	つるぎ				16	
劒	⿰僉刃	0	0	ケン	つるぎ				16	
剱	⿰㑒刄	0	0	ケン	つるぎ				11	⿰㑒刃
劈	⿱辟刀	0	0	ヘキ ヒャク	つんざ.く さく				15	
劑	⿰齊刂	0	0	ザイ スイ セイ	かる けず.る		まぜる	u	16	
辨	⿲辛⿰丶丿辛	0	0	ベン ヘン	わきま.える わ.ける はなびら あらそ.う		ハン	u	16	
辧	⿲辛刀辛	0	0	ベン ヘン	わきま.える わ.ける はなびら あらそ.う				16	⿴辡刀
劬	⿰句力	0	0	ク	つか.れる		グ	u	7	
劭	⿰召力	0	0	ショウ	つと.める		キョウ	u	7	
劼	⿰吉力	0	0	カツ ケチ			キツ キチ	u	8	
劵	⿱𠔉力	0	0	ケン	てがた わりふ		ゲン	u	8	⿱龹力
勁	⿰巠力	9	0	ケイ	つよ.い		キョウ	u	9	
勍	⿰京力	0	0	ケイ	つよ.い		ギョウ	u	10	
勗	⿱日助	0	0	キョク ボウ	つと.める				11	⿱曰助
勞	⿱𤇾力	0	0	ロウ	ろう.する いたわ.る いた.ずき ねぎら.う				12	
勣	⿰責力	0	0	セキ シャク	いさお つむ.ぐ				13	
勦	⿰巢力	0	0	ソウ ショウ			ジョウ	u	13	
飭	⿰𩙿⿱𠂉力	0	0	チョク チキ	いまし.める ただ.す				13	⿰𩙿𱐩
勠	⿰翏力	0	0	リク	あわ.せる		リュウ リョウ ロク ル	u	13	
勳	⿰熏力	10	0	クン	いさお	いさ			16	
勵	⿰厲力	0	0	レイ	はげ.む はげ.ます				16	
勸	⿰雚力	0	0	カン ケン	すす.める				19	
勹	⿰㇒𠃌	0	0	ホウ	つつ.む		ヒョウ つつみがまえ	u	2	
匆	⿻勿丶	0	0	ソウ	いそが.しい				5	
匈	⿹勹凶	0	0	キョウ			ク	u	6	
甸	⿹勹田	0	0	デン テン	かり		ジョウ ショウ ヨウ セイ	u	7	
匍	⿹勹甫	0	0	ホ	は.う		フ ブ	u	9	
匐	⿹勹畐	0	0	ホク フク			ボク	u	11	
匏	⿰夸包	0	0	ホ ホウ	ひさご		ビョウ	u	11	⿰夸⿹勹巳
匕	⿺乚丿	0	0	ヒ	さじ		さじのひ	u	2	
匚		0	0	ホウ			ボウ はこがまえ	u	2	
匣	⿷匚甲	0	0	コウ	はこ		ゴウ	u	7	
匯	⿷匚淮	0	0	キ エ カイ ワイ	がい めぐ.る				13	
匱	⿷匚貴	0	0	キ	ひつ		ギ	u	14	
匳	⿷匚僉	0	0	レン	くしげ はこ				15	
匸		0	0	ケイ			ゲイ かくしがまえ	u	2	
區	⿷匚品	0	0	ク オウ コウ			オ キュウ	u	11	
卆	⿱九十	0	0	ソツ シュツ	そっ.する お.える お.わる ついに				4	
卅	⿻川一	0	0	ソウ	さんじゅう				4	
丗	⿻廿丨	0	0	セイ セ ソウ	よ さんじゅう		ジュウ	u	5	
卉	⿱十廾	0	0	キ ケ	くさ		クツ	u	5	
卍		0	0	バン マン	まんじ				6	
凖	⿱准十	0	0	ジュン	じゅん.じる じゅん.ずる なぞら.える のり		ひとしい	u	12	
卞	⿱丶下	0	0	ベン ヘン ハン					4	
卩		0	0	セツ	わりふ		セチ ふしづくり	u	2	
卮	⿸𠂋㔾	0	0	シ	さかずき		キ	u	5	
夘	⿰夕卩	0	0	ボウ モウ	う	たかき	ミョウ	u	5	
卻	⿰𧮫卩	0	0	キャク	かえ.って しりぞ.く しりぞ.ける		カク	u	9	⿰谷卩
卷	⿱𠔉㔾	10	0	カン ケン	ま.く まき		ゲン コン	u	8	⿱龹㔾
厂	⿱一丿	0	0	カン	かりがね		ゲン ゴン がんだれ	u	2	
厖	⿸厂尨	0	0	ボウ	おおき.い		モウ	u	9	
厠	⿸厂則	0	0	シ ショク	かわや				11	
厦	⿸厂夏	0	2381	カ サ	いえ		シャ	u	12	
厥	⿸厂欮	0	0	ケツ クツ	その それ		カチ クチ	u	12	
厮	⿸厂斯	0	0	シ	こもの				14	
厰	⿸厂敞	0	0	ショウ					14	
厶	⿰𠃋丶	0	0	シ ボウ ム	わたくし ござ.る		モ コウ	u	2	
參	⿱𠫯彡	0	0	サン シン	まい.る まじわる みつ				11	⿱厽㐱
簒	⿱𮅕么	0	0	サン セン	うば.う				17	
雙	⿱雔又	0	0	ソウ	たぐい ならぶ ふたつ ふた-				18	
叟	⿱⿻臼丨又	0	0	ソウ シュウ	おきな		ショウ シン	u	10	⿱⿻𦥑丨又 ⿱𦥔又
曼	⿳日罒又	0	2395	マン バン	なが.い				11	
燮	⿱⿲火言火又	0	0	ショウ			やわらげる	u	17	⿶𱑺言
叮	⿰口丁	0	0	テイ			チョウ	u	5	
叨	⿰口刀	0	0	トウ	みだりに				5	
叭	⿰口八	0	0	ハツ			ハチ ハ	u	5	
叺	⿰口入	0	0		かます		セキ	u	5	
吁	⿰口于	0	0	ク ウ	ああ		キョ コ	u	6	
吽	⿰口牛	0	0	コウ ウン イン オン	ほえ.る		ゴウ	u	7	
呀	⿰口牙	0	0	ガ カ	あ		ケ	u	8	
听	⿰口斤	0	0	キン	ポンド わら.う		ギン テイ チョウ ギツ	u	7	
吭	⿰口亢	0	0	コウ	のど		ゴウ	u	7	
吼	⿰口孔	0	0	コウ ク	ほ.える				7	
吮	⿰口允	0	0	セン シュン	す.う		エン ジュン	u	7	
吶	⿰口內	0	0	トツ	ども.る		ドツ ジュツ デツ ナチ	u	7	
吩	⿰口分	0	0	フン	ふ.く				7	
吝	⿱文口	0	0	リン	しわ.い やぶさ.か おし.む				7	
呎	⿰口尺	0	0	シャク	ふいいと		セキ フィート	u	7	
咏	⿰口永	0	0	エイ	よ.む うた.う		ヨウ	u	8	
呵	⿰口可	0	0	カ	か.す しか.る わら.う		ガ ア	u	8	
咎	⿱处口	0	0	キュウ コウ	とが.める とが		ク	u	8	⿱⿺夂人口
呟	⿰口玄	0	0	ゲン	つぶや.く		ケン	u	8	
呱	⿰口瓜	0	0	コ			ク ワ	u	9	
呷	⿰口甲	0	0	コウ	あお.る す.う				8	
呰	⿱此口	0	0	シ サ			ジ セキ シャク セイ	u	9	
咒	⿱吅几	0	0	ジュ シュ シュウ	まじな.う のろ.い まじない のろ.う				8	
呻	⿰口申	0	0	シン	うめ.く うめき				8	
咀	⿰口且	0	0	ソ ショ	か.む		ジョ	u	8	
呶	⿰口奴	0	0	ド ドウ	かまびす.しい		ニョウ ダ ナ	u	8	
咄	⿰口出	0	0	トツ	はなし しか.る	はな	タツ トチ タチ はなす	u	8	
咐	⿰口付	0	0	フ ホ			ブ	u	8	
咆	⿰口包	0	0	ホウ	ほ.える		ビョウ	u	8	⿰口⿹勹巳
哇	⿰口圭	0	0	ア アイ エ ワ	かい けい		ケ	u	9	
咢	⿱吅亏	0	0	ガク	おどろく				9	
咸	⿵戌口	0	2345	カン ゲン		みな しげ	ゴン	u	9	⿵戊𠮛
咥	⿰口至	0	0	テツ キ	か.む くわ.える		ケ ギチ チチ デチ	u	9	
咬	⿰口交	0	0	コウ ヨウ	か.む		オウ ゴウ カイ ギョウ	u	9	
哄	⿰口共	0	0	コウ			キョウ グ ク	u	9	
哈	⿰口合	0	0	ゴウ ハ ソウ			コウ トウ カ	u	9	
咨	⿱次口	0	0	シ	ああ はか.る				9	
咫	⿺尺只	0	0	シ	た				9	
哂	⿰口西	0	0	シン	わら.う				9	
咤	⿰口宅	0	0	タ ト	しか.る		ツ タク	u	9	
咾	⿰口老	0	0	ロウ					9	
咼	⿵冎口	0	0	カイ ケ クウ カ	よこしま くちがゆがむ ゆが.む				9	
哘	⿰口行	0	0		さそ.う		さそ	u	9	
哥	⿱可可	0	0	カ コ	あに うた		うたう	u	10	
哦	⿰口我	0	0	ガ			うたう よむ	u	10	
唏	⿰口希	0	0	キ	なげ.く		ケ カイ なく	u	10	
唔	⿰口吾	0	0	ゴ					10	
哽	⿰口更	0	0	コウ	むせ.ぶ		キョウ オウ ヨウ	u	10	
哮	⿰口孝	0	0	コウ	た.ける ほ.える		カク キョウ	u	10	
哭	⿱吅犬	0	0	コク	なげ.く な.く				10	
哺	⿰口甫	8	2461	ホ	はぐく.む ふく.む		ブ フ	u	10	
哢	⿰口弄	0	0	ロウ	さえず.る		ル	u	10	
唹	⿰口於	0	0	オ			ヨ	u	11	
啀	⿰口厓	0	0	ガイ	いがむ		ゲ	u	11	
啣	⿰口卸	0	0	カン	くわ.える くつわ				12	
啌	⿰口空	0	0	クウ コウ					11	
售	⿱隹口	0	0	シュウ	う.る		ジュ シュク ジュク	u	11	
啜	⿰口叕	0	0	セツ テツ	すす.る		セイ テイ エイ テチ	u	11	
啅	⿰口卓	0	0	タク トウ			チョク サク チョウ	u	11	
啖	⿰口炎	0	0	タン	く.う くらわ.す		ダン くらう	u	11	
啗	⿰口臽	0	0	タン	く.らわす く.う く.らう		ダン	u	11	
唸	⿰口念	0	0	テン	うな.る うなり				11	
唳	⿰口戻	0	0	レイ	れつ		ライ レチ	u	10	⿰口戾
啝	⿰口和	0	0	ワ	したが.う		カ	u	11	
喙	⿰口彖	0	0	カイ	がい くちばし		ケ セイ セ ケイ	u	12	
喀	⿰口客	0	0	カク	は.く		キャク	u	12	
咯	⿰口各	0	0	カク	は.く		ラク	u	9	
喊	⿰口咸	0	0	カン ヤク	さけ.ぶ				12	
喟	⿰口胃	0	0	キ カイ	なげ.く		ケ	u	12	
啻	⿱帝口	0	0	シ	ただ.ならぬ ただ.に		テイ タイ ただ	u	12	
啾	⿰口秋	0	0	シュウ	な.く		シュ ショウ ソウ ジュウ	u	12	
喘	⿰口耑	0	2449	ゼン セン	あえ.ぐ せき				12	
喞	⿰口卽	0	0	ショク ソク	かこ.つ		シツ シチ	u	12	
單	⿱吅⿻甲一	10	0	タン	ひとえ		セン ゼン ダン ひとつ	u	12	
啼	⿰口帝	0	0	テイ	な.く		ダイ	u	12	
喃	⿰口南	0	0	ナン	の.う		ダン	u	12	
喩	⿰口兪	8	0	ユ	たと.える さと.す		ジュ さとる	u	12	
喇	⿰口剌	0	0	ラツ ラ			ラチ	u	12	
喨	⿰口亮	0	0	リョウ ロウ					12	
嗚	⿰口烏	0	0	ウ オ	ああ				13	
嗅	⿰口臭	8	2480	キュウ	か.ぐ		ク	u	13	⿰口⿱自犬
嗟	⿰口差	0	0	サ シャ	あ ああ なげ.く				13	
嗄	⿰口夏	0	0	サ	か.らす か.れる しゃが.れる		シャ ワイ アイ エ	u	13	
嗜	⿰口耆	0	2465	シ	たしな.む たしな.み この.む この.み		ジ	u	13	
嗤	⿰口蚩	0	0	シ	わら.う				13	
嗔	⿰口眞	0	0	シン	いか.る		テン デン	u	13	⿰口真
嘔	⿰口區	0	0	オウ ク	は.く むかつ.く うた.う		オ ウ シュ	u	14	
嗷	⿰口敖	0	0	ゴウ	かまびす.しい				14	
嘖	⿰口責	0	0	サク	さいな.む さけ.ぶ		ジャク	u	14	
嗾	⿰口族	0	0	ゾク ソク ソウ	けしか.ける そそのか.す		シュ サ	u	14	
嗽	⿰口欶	0	0	ソウ シュウ ソク	すす.ぐ ゆす.ぐ くちすす.ぐ うがい		サク シュ すう せく	u	14	
嘛	⿰口麻	0	0	マ					14	⿰口⿸广𣏟
嗹	⿰口連	0	0	レン	おしゃべり				14	
噎	⿰口壹	0	0	イツ エツ	む.せる むせ.ぶ		エイ アイ イチ エチ	u	15	
噐	⿳吅工吅	0	0	キ	うつわ				15	⿴㗊工
營	⿱𤇾吕	0	0	エイ	いとな.む いとな.み		ヨウ ギョウ ケイ	u	17	⿱𤇾呂
嘴	⿰口觜	0	0	シ	くちばし はし				16	
嘶	⿰口斯	0	0	セイ	いなな.く		サイ	u	15	
嘲	⿰口朝	8	0	チョウ トウ	あざけ.る				15	
嘸	⿰口無	0	0	ブ ム	さぞ さぞや さぞかし		フ	u	15	
